season,match_week,team_id,team_name,position,played,won,drawn,lost,goals_for,goals_against,goal_difference,points,home_played,home_won,home_drawn,home_lost,home_goals_for,home_goals_against,home_goal_difference,home_points,away_played,away_won,away_drawn,away_lost,away_goals_for,away_goals_against,away_goal_difference,away_points,annotation_types,annotation_destinations,stadium_name,stadium_city
2017/18,17,21,Tottenham Hotspur,4,17,9,4,4,30,14,16,31,9,5,3,1,16,6,10,18,8,4,1,3,14,8,6,13,Q,EU_CL,Wembley Stadium,London
2017/18,17,10,Liverpool,5,17,8,7,2,34,20,14,31,9,4,5,0,14,3,11,17,8,4,2,2,20,17,3,14,Q,EU_EL,Anfield,Liverpool
2017/18,17,43,Burnley,6,17,9,4,4,16,12,4,31,9,5,2,2,7,3,4,17,8,4,2,2,9,9,0,14,,,Turf Moor,Burnley
2017/18,17,1,Arsenal,7,17,9,3,5,30,20,10,30,8,7,0,1,21,7,14,21,9,2,3,4,9,13,-4,9,,,Emirates Stadium,London
2017/18,17,26,Leicester City,8,17,7,5,5,27,23,4,26,8,4,1,3,11,9,2,13,9,3,4,2,16,14,2,13,,,King Power Stadium,Leicester
2017/18,17,33,Watford,9,17,6,4,7,26,29,-3,22,8,2,3,3,10,16,-6,9,9,4,1,4,16,13,3,13,,,Vicarage Road,Watford
2017/18,17,7,Everton,10,17,6,4,7,21,29,-8,22,8,5,0,3,14,12,2,15,9,1,4,4,7,17,-10,7,,,Goodison Park,Liverpool
2017/18,17,20,Southampton,11,17,4,6,7,17,23,-6,18,10,3,3,4,12,14,-2,12,7,1,3,3,5,9,-4,6,,,St. Mary's Stadium,Southampton
2017/18,17,159,Huddersfield Town,12,17,5,3,9,12,29,-17,18,9,4,2,3,9,11,-2,14,8,1,1,6,3,18,-15,4,,,John Smith's Stadium,Huddersfield
2017/18,17,131,Brighton & Hove Albion,13,17,4,5,8,14,23,-9,17,8,2,4,2,9,12,-3,10,9,2,1,6,5,11,-6,7,,,AMEX Stadium,Falmer
2017/18,17,127,Bournemouth,14,17,4,4,9,15,20,-5,16,8,2,2,4,9,9,0,8,9,2,2,5,6,11,-5,8,,,Vitality Stadium,Bournemouth
2017/18,17,42,Stoke City,15,17,4,4,9,19,36,-17,16,8,3,2,3,10,15,-5,11,9,1,2,6,9,21,-12,5,,,Britannia Stadium,Stoke
2017/18,17,23,Newcastle United,16,17,4,3,10,16,26,-10,15,9,3,1,5,9,12,-3,10,8,1,2,5,7,14,-7,5,,,St. James' Park,Newcastle
2017/18,17,36,West Bromwich Albion,17,17,2,8,7,12,22,-10,14,8,1,5,2,8,12,-4,8,9,1,3,5,4,10,-6,6,,,The Hawthorns,West Bromwich
2017/18,17,6,Crystal Palace,18,17,3,5,9,12,28,-16,14,9,3,3,3,12,15,-3,12,8,0,2,6,0,13,-13,2,R,EN_CH,Selhurst Park,London
2017/18,17,25,West Ham United,19,17,3,5,9,14,32,-18,14,8,3,2,3,8,11,-3,11,9,0,3,6,6,21,-15,3,R,EN_CH,London Stadium,London
2017/18,17,45,Swansea City,20,17,3,3,11,9,22,-13,12,9,2,1,6,5,14,-9,7,8,1,2,5,4,8,-4,5,R,EN_CH,Liberty Stadium,Swansea
2017/18,18,11,Manchester City,1,18,17,1,0,56,12,44,52,9,8,1,0,32,7,25,25,9,9,0,0,24,5,19,27,Q,EU_CL,Etihad Stadium,Manchester
2017/18,18,12,Manchester United,2,18,13,2,3,39,12,27,41,9,8,0,1,22,3,19,24,9,5,2,2,17,9,8,17,Q,EU_CL,Old Trafford,Manchester
2017/18,18,4,Chelsea,3,18,12,2,4,32,14,18,38,9,6,1,2,14,7,7,19,9,6,1,2,18,7,11,19,Q,EU_CL,Stamford Bridge,London
2017/18,18,10,Liverpool,4,18,9,7,2,38,20,18,34,9,4,5,0,14,3,11,17,9,5,2,2,24,17,7,17,Q,EU_CL,Anfield,Liverpool
2017/18,18,1,Arsenal,5,18,10,3,5,31,20,11,33,9,8,0,1,22,7,15,24,9,2,3,4,9,13,-4,9,Q,EU_EL,Emirates Stadium,London
2017/18,18,43,Burnley,6,18,9,5,4,16,12,4,32,9,5,2,2,7,3,4,17,9,4,3,2,9,9,0,15,,,Turf Moor,Burnley
2017/18,18,21,Tottenham Hotspur,7,18,9,4,5,31,18,13,31,9,5,3,1,16,6,10,18,9,4,1,4,15,12,3,13,,,Wembley Stadium,London
2017/18,18,26,Leicester City,8,18,7,5,6,27,26,1,26,9,4,1,4,11,12,-1,13,9,3,4,2,16,14,2,13,,,King Power Stadium,Leicester
2017/18,18,7,Everton,9,18,7,4,7,24,30,-6,25,9,6,0,3,17,13,4,18,9,1,4,4,7,17,-10,7,,,Goodison Park,Liverpool
2017/18,18,33,Watford,10,18,6,4,8,27,33,-6,22,9,2,3,4,11,20,-9,9,9,4,1,4,16,13,3,13,,,Vicarage Road,Watford
2017/18,18,159,Huddersfield Town,11,18,6,3,9,16,30,-14,21,9,4,2,3,9,11,-2,14,9,2,1,6,7,19,-12,7,,,John Smith's Stadium,Huddersfield
2017/18,18,20,Southampton,12,18,4,6,8,17,24,-7,18,10,3,3,4,12,14,-2,12,8,1,3,4,5,10,-5,6,,,St. Mary's Stadium,Southampton
2017/18,18,131,Brighton & Hove Albion,13,18,4,6,8,14,23,-9,18,9,2,5,2,9,12,-3,11,9,2,1,6,5,11,-6,7,,,AMEX Stadium,Falmer
2017/18,18,6,Crystal Palace,14,18,4,5,9,15,28,-13,17,9,3,3,3,12,15,-3,12,9,1,2,6,3,13,-10,5,,,Selhurst Park,London
2017/18,18,25,West Ham United,15,18,4,5,9,17,32,-15,17,8,3,2,3,8,11,-3,11,10,1,3,6,9,21,-12,6,,,London Stadium,London
2017/18,18,127,Bournemouth,16,18,4,4,10,15,24,-9,16,9,2,2,5,9,13,-4,8,9,2,2,5,6,11,-5,8,,,Vitality Stadium,Bournemouth
2017/18,18,42,Stoke City,17,18,4,4,10,19,39,-20,16,9,3,2,4,10,18,-8,11,9,1,2,6,9,21,-12,5,,,Britannia Stadium,Stoke
2017/18,18,23,Newcastle United,18,18,4,3,11,16,27,-11,15,9,3,1,5,9,12,-3,10,9,1,2,6,7,15,-8,5,R,EN_CH,St. James' Park,Newcastle
2017/18,18,36,West Bromwich Albion,19,18,2,8,8,13,24,-11,14,9,1,5,3,9,14,-5,8,9,1,3,5,4,10,-6,6,R,EN_CH,The Hawthorns,West Bromwich
2017/18,18,45,Swansea City,20,18,3,3,12,10,25,-15,12,9,2,1,6,5,14,-9,7,9,1,2,6,5,11,-6,5,R,EN_CH,Liberty Stadium,Swansea
2017/18,19,11,Manchester City,1,19,18,1,0,60,12,48,55,10,9,1,0,36,7,29,28,9,9,0,0,24,5,19,27,Q,EU_CL,Etihad Stadium,Manchester
2017/18,19,12,Manchester United,2,19,13,3,3,41,14,27,42,9,8,0,1,22,3,19,24,10,5,3,2,19,11,8,18,Q,EU_CL,Old Trafford,Manchester
2017/18,19,4,Chelsea,3,19,12,3,4,32,14,18,39,9,6,1,2,14,7,7,19,10,6,2,2,18,7,11,20,Q,EU_CL,Stamford Bridge,London
2017/18,19,10,Liverpool,4,19,9,8,2,41,23,18,35,9,4,5,0,14,3,11,17,10,5,3,2,27,20,7,18,Q,EU_CL,Anfield,Liverpool
2017/18,19,21,Tottenham Hotspur,5,19,10,4,5,34,18,16,34,9,5,3,1,16,6,10,18,10,5,1,4,18,12,6,16,Q,EU_EL,Wembley Stadium,London
2017/18,19,1,Arsenal,6,19,10,4,5,34,23,11,34,10,8,1,1,25,10,15,25,9,2,3,4,9,13,-4,9,,,Emirates Stadium,London
2017/18,19,43,Burnley,7,19,9,5,5,16,15,1,32,10,5,2,3,7,6,1,17,9,4,3,2,9,9,0,15,,,Turf Moor,Burnley
2017/18,19,26,Leicester City,8,19,7,6,6,29,28,1,27,10,4,2,4,13,14,-1,14,9,3,4,2,16,14,2,13,,,King Power Stadium,Leicester
2017/18,19,7,Everton,9,19,7,5,7,24,30,-6,26,10,6,1,3,17,13,4,19,9,1,4,4,7,17,-10,7,,,Goodison Park,Liverpool
2017/18,19,33,Watford,10,19,6,4,9,27,34,-7,22,9,2,3,4,11,20,-9,9,10,4,1,5,16,14,2,13,,,Vicarage Road,Watford
2017/18,19,159,Huddersfield Town,11,19,6,4,9,17,31,-14,22,9,4,2,3,9,11,-2,14,10,2,2,6,8,20,-12,8,,,John Smith's Stadium,Huddersfield
2017/18,19,131,Brighton & Hove Albion,12,19,5,6,8,15,23,-8,21,10,3,5,2,10,12,-2,14,9,2,1,6,5,11,-6,7,,,AMEX Stadium,Falmer
2017/18,19,20,Southampton,13,19,4,7,8,18,25,-7,19,11,3,4,4,13,15,-2,13,8,1,3,4,5,10,-5,6,,,St. Mary's Stadium,Southampton
2017/18,19,42,Stoke City,14,19,5,4,10,22,40,-18,19,10,4,2,4,13,19,-6,14,9,1,2,6,9,21,-12,5,,,Britannia Stadium,Stoke
2017/18,19,23,Newcastle United,15,19,5,3,11,19,29,-10,18,9,3,1,5,9,12,-3,10,10,2,2,6,10,17,-7,8,,,St. James' Park,Newcastle
2017/18,19,6,Crystal Palace,16,19,4,6,9,16,29,-13,18,9,3,3,3,12,15,-3,12,10,1,3,6,4,14,-10,6,,,Selhurst Park,London
2017/18,19,25,West Ham United,17,19,4,5,10,19,35,-16,17,9,3,2,4,10,14,-4,11,10,1,3,6,9,21,-12,6,,,London Stadium,London
2017/18,19,127,Bournemouth,18,19,4,4,11,15,28,-13,16,9,2,2,5,9,13,-4,8,10,2,2,6,6,15,-9,8,R,EN_CH,Vitality Stadium,Bournemouth
2017/18,19,36,West Bromwich Albion,19,19,2,8,9,14,27,-13,14,9,1,5,3,9,14,-5,8,10,1,3,6,5,13,-8,6,R,EN_CH,The Hawthorns,West Bromwich
2017/18,19,45,Swansea City,20,19,3,4,12,11,26,-15,13,10,2,2,6,6,15,-9,8,9,1,2,6,5,11,-6,5,R,EN_CH,Liberty Stadium,Swansea
2017/18,20,11,Manchester City,1,20,19,1,0,61,12,49,58,10,9,1,0,36,7,29,28,10,10,0,0,25,5,20,30,Q,EU_CL,Etihad Stadium,Manchester
2017/18,20,12,Manchester United,2,20,13,4,3,43,16,27,43,10,8,1,1,24,5,19,25,10,5,3,2,19,11,8,18,Q,EU_CL,Old Trafford,Manchester
2017/18,20,4,Chelsea,3,20,13,3,4,34,14,20,42,10,7,1,2,16,7,9,22,10,6,2,2,18,7,11,20,Q,EU_CL,Stamford Bridge,London
2017/18,20,10,Liverpool,4,20,10,8,2,46,23,23,38,10,5,5,0,19,3,16,20,10,5,3,2,27,20,7,18,Q,EU_CL,Anfield,Liverpool
2017/18,20,21,Tottenham Hotspur,5,20,11,4,5,39,20,19,37,10,6,3,1,21,8,13,21,10,5,1,4,18,12,6,16,Q,EU_EL,Wembley Stadium,London
2017/18,20,1,Arsenal,6,20,11,4,5,37,25,12,37,10,8,1,1,25,10,15,25,10,3,3,4,12,15,-3,12,,,Emirates Stadium,London
2017/18,20,43,Burnley,7,20,9,6,5,18,17,1,33,10,5,2,3,7,6,1,17,10,4,4,2,11,11,0,16,,,Turf Moor,Burnley
2017/18,20,26,Leicester City,8,20,7,6,7,30,30,0,27,10,4,2,4,13,14,-1,14,10,3,4,3,17,16,1,13,,,King Power Stadium,Leicester
2017/18,20,7,Everton,9,20,7,6,7,24,30,-6,27,10,6,1,3,17,13,4,19,10,1,5,4,7,17,-10,8,,,Goodison Park,Liverpool
2017/18,20,33,Watford,10,20,7,4,9,29,35,-6,25,10,3,3,4,13,21,-8,12,10,4,1,5,16,14,2,13,,,Vicarage Road,Watford
2017/18,20,159,Huddersfield Town,11,20,6,5,9,18,32,-14,23,10,4,3,3,10,12,-2,15,10,2,2,6,8,20,-12,8,,,John Smith's Stadium,Huddersfield
2017/18,20,131,Brighton & Hove Albion,12,20,5,6,9,15,25,-10,21,10,3,5,2,10,12,-2,14,10,2,1,7,5,13,-8,7,,,AMEX Stadium,Falmer
2017/18,20,42,Stoke City,13,20,5,5,10,23,41,-18,20,10,4,2,4,13,19,-6,14,10,1,3,6,10,22,-12,6,,,Britannia Stadium,Stoke
2017/18,20,20,Southampton,14,20,4,7,9,20,30,-10,19,11,3,4,4,13,15,-2,13,9,1,3,5,7,15,-8,6,,,St. Mary's Stadium,Southampton
2017/18,20,23,Newcastle United,15,20,5,3,12,19,30,-11,18,10,3,1,6,9,13,-4,10,10,2,2,6,10,17,-7,8,,,St. James' Park,Newcastle
2017/18,20,6,Crystal Palace,16,20,4,6,10,18,32,-14,18,10,3,3,4,14,18,-4,12,10,1,3,6,4,14,-10,6,,,Selhurst Park,London
2017/18,20,25,West Ham United,17,20,4,6,10,22,38,-16,18,9,3,2,4,10,14,-4,11,11,1,4,6,12,24,-12,7,,,London Stadium,London
2017/18,20,127,Bournemouth,18,20,4,5,11,18,31,-13,17,10,2,3,5,12,16,-4,9,10,2,2,6,6,15,-9,8,R,EN_CH,Vitality Stadium,Bournemouth
2017/18,20,36,West Bromwich Albion,19,20,2,9,9,14,27,-13,15,10,1,6,3,9,14,-5,9,10,1,3,6,5,13,-8,6,R,EN_CH,The Hawthorns,West Bromwich
2017/18,20,45,Swansea City,20,20,3,4,13,11,31,-20,13,10,2,2,6,6,15,-9,8,10,1,2,7,5,16,-11,5,R,EN_CH,Liberty Stadium,Swansea
2017/18,21,11,Manchester City,1,21,19,2,0,61,12,49,59,10,9,1,0,36,7,29,28,11,10,1,0,25,5,20,31,Q,EU_CL,Etihad Stadium,Manchester
2017/18,21,4,Chelsea,2,21,14,3,4,39,14,25,45,11,8,1,2,21,7,14,25,10,6,2,2,18,7,11,20,Q,EU_CL,Stamford Bridge,London
2017/18,21,12,Manchester United,3,21,13,5,3,43,16,27,44,11,8,2,1,24,5,19,26,10,5,3,2,19,11,8,18,Q,EU_CL,Old Trafford,Manchester
2017/18,21,10,Liverpool,4,21,11,8,2,48,24,24,41,11,6,5,0,21,4,17,23,10,5,3,2,27,20,7,18,Q,EU_CL,Anfield,Liverpool
2017/18,21,1,Arsenal,5,21,11,5,5,38,26,12,38,10,8,1,1,25,10,15,25,11,3,4,4,13,16,-3,13,Q,EU_EL,Emirates Stadium,London
2017/18,21,21,Tottenham Hotspur,6,20,11,4,5,39,20,19,37,10,6,3,1,21,8,13,21,10,5,1,4,18,12,6,16,,,Wembley Stadium,London
2017/18,21,43,Burnley,7,21,9,7,5,18,17,1,34,10,5,2,3,7,6,1,17,11,4,5,2,11,11,0,17,,,Turf Moor,Burnley
2017/18,21,26,Leicester City,8,21,7,6,8,31,32,-1,27,10,4,2,4,13,14,-1,14,11,3,4,4,18,18,0,13,,,King Power Stadium,Leicester
2017/18,21,7,Everton,9,21,7,6,8,25,32,-7,27,10,6,1,3,17,13,4,19,11,1,5,5,8,19,-11,8,,,Goodison Park,Liverpool
2017/18,21,33,Watford,10,21,7,4,10,30,37,-7,25,11,3,3,5,14,23,-9,12,10,4,1,5,16,14,2,13,,,Vicarage Road,Watford
2017/18,21,159,Huddersfield Town,11,21,6,6,9,18,32,-14,24,11,4,4,3,10,12,-2,16,10,2,2,6,8,20,-12,8,,,John Smith's Stadium,Huddersfield
2017/18,21,131,Brighton & Hove Albion,12,21,5,7,9,15,25,-10,22,10,3,5,2,10,12,-2,14,11,2,2,7,5,13,-8,8,,,AMEX Stadium,Falmer
2017/18,21,20,Southampton,13,21,4,8,9,20,30,-10,20,11,3,4,4,13,15,-2,13,10,1,4,5,7,15,-8,7,,,St. Mary's Stadium,Southampton
2017/18,21,127,Bournemouth,14,21,5,5,11,20,32,-12,20,11,3,3,5,14,17,-3,12,10,2,2,6,6,15,-9,8,,,Vitality Stadium,Bournemouth
2017/18,21,42,Stoke City,15,21,5,5,11,23,46,-23,20,10,4,2,4,13,19,-6,14,11,1,3,7,10,27,-17,6,,,Britannia Stadium,Stoke
2017/18,21,23,Newcastle United,16,21,5,4,12,19,30,-11,19,11,3,2,6,9,13,-4,11,10,2,2,6,10,17,-7,8,,,St. James' Park,Newcastle
2017/18,21,6,Crystal Palace,17,21,4,7,10,18,32,-14,19,11,3,4,4,14,18,-4,13,10,1,3,6,4,14,-10,6,,,Selhurst Park,London
2017/18,21,25,West Ham United,18,20,4,6,10,22,38,-16,18,9,3,2,4,10,14,-4,11,11,1,4,6,12,24,-12,7,R,EN_CH,London Stadium,London
2017/18,21,36,West Bromwich Albion,19,21,2,10,9,15,28,-13,16,11,1,7,3,10,15,-5,10,10,1,3,6,5,13,-8,6,R,EN_CH,The Hawthorns,West Bromwich
2017/18,21,45,Swansea City,20,21,4,4,13,13,32,-19,16,10,2,2,6,6,15,-9,8,11,2,2,7,7,17,-10,8,R,EN_CH,Liberty Stadium,Swansea
2017/18,22,11,Manchester City,1,22,20,2,0,64,13,51,62,11,10,1,0,39,8,31,31,11,10,1,0,25,5,20,31,Q,EU_CL,Etihad Stadium,Manchester
2017/18,22,12,Manchester United,2,22,14,5,3,45,16,29,47,11,8,2,1,24,5,19,26,11,6,3,2,21,11,10,21,Q,EU_CL,Old Trafford,Manchester
2017/18,22,4,Chelsea,3,22,14,4,4,41,16,25,46,11,8,1,2,21,7,14,25,11,6,3,2,20,9,11,21,Q,EU_CL,Stamford Bridge,London
2017/18,22,10,Liverpool,4,22,12,8,2,50,25,25,44,11,6,5,0,21,4,17,23,11,6,3,2,29,21,8,21,Q,EU_CL,Anfield,Liverpool
2017/18,22,21,Tottenham Hotspur,5,22,12,5,5,42,21,21,41,11,6,4,1,22,9,13,22,11,6,1,4,20,12,8,19,Q,EU_EL,Wembley Stadium,London
2017/18,22,1,Arsenal,6,22,11,6,5,40,28,12,39,11,8,2,1,27,12,15,26,11,3,4,4,13,16,-3,13,,,Emirates Stadium,London
2017/18,22,43,Burnley,7,22,9,7,6,19,19,0,34,11,5,2,4,8,8,0,17,11,4,5,2,11,11,0,17,,,Turf Moor,Burnley
2017/18,22,26,Leicester City,8,22,8,6,8,34,32,2,30,11,5,2,4,16,14,2,17,11,3,4,4,18,18,0,13,,,King Power Stadium,Leicester
2017/18,22,7,Everton,9,22,7,6,9,25,34,-9,27,11,6,1,4,17,15,2,19,11,1,5,5,8,19,-11,8,,,Goodison Park,Liverpool
2017/18,22,33,Watford,10,22,7,4,11,31,40,-9,25,11,3,3,5,14,23,-9,12,11,4,1,6,17,17,0,13,,,Vicarage Road,Watford
2017/18,22,159,Huddersfield Town,11,22,6,6,10,18,35,-17,24,11,4,4,3,10,12,-2,16,11,2,2,7,8,23,-15,8,,,John Smith's Stadium,Huddersfield
2017/18,22,131,Brighton & Hove Albion,12,22,5,8,9,17,27,-10,23,11,3,6,2,12,14,-2,15,11,2,2,7,5,13,-8,8,,,AMEX Stadium,Falmer
2017/18,22,23,Newcastle United,13,22,6,4,12,20,30,-10,22,11,3,2,6,9,13,-4,11,11,3,2,6,11,17,-6,11,,,St. James' Park,Newcastle
2017/18,22,6,Crystal Palace,14,22,5,7,10,20,33,-13,22,11,3,4,4,14,18,-4,13,11,2,3,6,6,15,-9,9,,,Selhurst Park,London
2017/18,22,25,West Ham United,15,22,5,7,10,25,40,-15,22,10,4,2,4,12,15,-3,14,12,1,5,6,13,25,-12,8,,,London Stadium,London
2017/18,22,127,Bournemouth,16,22,5,6,11,22,34,-12,21,11,3,3,5,14,17,-3,12,11,2,3,6,8,17,-9,9,,,Vitality Stadium,Bournemouth
2017/18,22,20,Southampton,17,22,4,8,10,21,32,-11,20,12,3,4,5,14,17,-3,13,10,1,4,5,7,15,-8,7,,,St. Mary's Stadium,Southampton
2017/18,22,42,Stoke City,18,22,5,5,12,23,47,-24,20,11,4,2,5,13,20,-7,14,11,1,3,7,10,27,-17,6,R,EN_CH,Britannia Stadium,Stoke
2017/18,22,36,West Bromwich Albion,19,22,2,10,10,16,30,-14,16,11,1,7,3,10,15,-5,10,11,1,3,7,6,15,-9,6,R,EN_CH,The Hawthorns,West Bromwich
2017/18,22,45,Swansea City,20,22,4,4,14,13,34,-21,16,11,2,2,7,6,17,-11,8,11,2,2,7,7,17,-10,8,R,EN_CH,Liberty Stadium,Swansea
2017/18,23,11,Manchester City,1,23,20,2,1,67,17,50,62,11,10,1,0,39,8,31,31,12,10,1,1,28,9,19,31,Q,EU_CL,Etihad Stadium,Manchester
2017/18,23,12,Manchester United,2,23,15,5,3,48,16,32,50,12,9,2,1,27,5,22,29,11,6,3,2,21,11,10,21,Q,EU_CL,Old Trafford,Manchester
2017/18,23,10,Liverpool,3,23,13,8,2,54,28,26,47,12,7,5,0,25,7,18,26,11,6,3,2,29,21,8,21,Q,EU_CL,Anfield,Liverpool
2017/18,23,4,Chelsea,4,23,14,5,4,41,16,25,47,12,8,2,2,21,7,14,26,11,6,3,2,20,9,11,21,Q,EU_CL,Stamford Bridge,London
2017/18,23,21,Tottenham Hotspur,5,23,13,5,5,46,21,25,44,12,7,4,1,26,9,17,25,11,6,1,4,20,12,8,19,Q,EU_EL,Wembley Stadium,London
2017/18,23,1,Arsenal,6,23,11,6,6,41,30,11,39,11,8,2,1,27,12,15,26,12,3,4,5,14,18,-4,13,,,Emirates Stadium,London
2017/18,23,43,Burnley,7,23,9,7,7,19,20,-1,34,11,5,2,4,8,8,0,17,12,4,5,3,11,12,-1,17,,,Turf Moor,Burnley
2017/18,23,26,Leicester City,8,23,8,7,8,34,32,2,31,11,5,2,4,16,14,2,17,12,3,5,4,18,18,0,14,,,King Power Stadium,Leicester
2017/18,23,7,Everton,9,23,7,6,10,25,38,-13,27,11,6,1,4,17,15,2,19,12,1,5,6,8,23,-15,8,,,Goodison Park,Liverpool
2017/18,23,33,Watford,10,23,7,5,11,33,42,-9,26,12,3,4,5,16,25,-9,13,11,4,1,6,17,17,0,13,,,Vicarage Road,Watford
2017/18,23,25,West Ham United,11,23,6,7,10,29,41,-12,25,10,4,2,4,12,15,-3,14,13,2,5,6,17,26,-9,11,,,London Stadium,London
2017/18,23,6,Crystal Palace,12,23,6,7,10,21,33,-12,25,12,4,4,4,15,18,-3,16,11,2,3,6,6,15,-9,9,,,Selhurst Park,London
2017/18,23,127,Bournemouth,13,23,6,6,11,24,35,-11,24,12,4,3,5,16,18,-2,15,11,2,3,6,8,17,-9,9,,,Vitality Stadium,Bournemouth
2017/18,23,159,Huddersfield Town,14,23,6,6,11,19,39,-20,24,12,4,4,4,11,16,-5,16,11,2,2,7,8,23,-15,8,,,John Smith's Stadium,Huddersfield
2017/18,23,23,Newcastle United,15,23,6,5,12,21,31,-10,23,12,3,3,6,10,14,-4,12,11,3,2,6,11,17,-6,11,,,St. James' Park,Newcastle
2017/18,23,131,Brighton & Hove Albion,16,23,5,8,10,17,29,-12,23,11,3,6,2,12,14,-2,15,12,2,2,8,5,15,-10,8,,,AMEX Stadium,Falmer
2017/18,23,20,Southampton,17,23,4,9,10,23,34,-11,21,12,3,4,5,14,17,-3,13,11,1,5,5,9,17,-8,8,,,St. Mary's Stadium,Southampton
2017/18,23,42,Stoke City,18,23,5,5,13,23,50,-27,20,11,4,2,5,13,20,-7,14,12,1,3,8,10,30,-20,6,R,EN_CH,Britannia Stadium,Stoke
2017/18,23,36,West Bromwich Albion,19,23,3,10,10,18,30,-12,19,12,2,7,3,12,15,-3,13,11,1,3,7,6,15,-9,6,R,EN_CH,The Hawthorns,West Bromwich
2017/18,23,45,Swansea City,20,23,4,5,14,14,35,-21,17,11,2,2,7,6,17,-11,8,12,2,3,7,8,18,-10,9,R,EN_CH,Liberty Stadium,Swansea
2017/18,24,11,Manchester City,1,24,21,2,1,70,18,52,65,12,11,1,0,42,9,33,34,12,10,1,1,28,9,19,31,Q,EU_CL,Etihad Stadium,Manchester
2017/18,24,12,Manchester United,2,24,16,5,3,49,16,33,53,12,9,2,1,27,5,22,29,12,7,3,2,22,11,11,24,Q,EU_CL,Old Trafford,Manchester
2017/18,24,4,Chelsea,3,24,15,5,4,45,16,29,50,12,8,2,2,21,7,14,26,12,7,3,2,24,9,15,24,Q,EU_CL,Stamford Bridge,London
2017/18,24,10,Liverpool,4,24,13,8,3,54,29,25,47,12,7,5,0,25,7,18,26,12,6,3,3,29,22,7,21,Q,EU_CL,Anfield,Liverpool
2017/18,24,21,Tottenham Hotspur,5,24,13,6,5,47,22,25,45,12,7,4,1,26,9,17,25,12,6,2,4,21,13,8,20,Q,EU_EL,Wembley Stadium,London
2017/18,24,1,Arsenal,6,24,12,6,6,45,31,14,42,12,9,2,1,31,13,18,29,12,3,4,5,14,18,-4,13,,,Emirates Stadium,London
2017/18,24,26,Leicester City,7,24,9,7,8,36,32,4,34,12,6,2,4,18,14,4,20,12,3,5,4,18,18,0,14,,,King Power Stadium,Leicester
2017/18,24,43,Burnley,8,24,9,7,8,19,21,-2,34,12,5,2,5,8,9,-1,17,12,4,5,3,11,12,-1,17,,,Turf Moor,Burnley
2017/18,24,7,Everton,9,24,7,7,10,26,39,-13,28,12,6,2,4,18,16,2,20,12,1,5,6,8,23,-15,8,,,Goodison Park,Liverpool
2017/18,24,33,Watford,10,24,7,5,12,33,44,-11,26,12,3,4,5,16,25,-9,13,12,4,1,7,17,19,-2,13,,,Vicarage Road,Watford
2017/18,24,25,West Ham United,11,24,6,8,10,30,42,-12,26,11,4,3,4,13,16,-3,15,13,2,5,6,17,26,-9,11,,,London Stadium,London
2017/18,24,127,Bournemouth,12,24,6,7,11,25,36,-11,25,12,4,3,5,16,18,-2,15,12,2,4,6,9,18,-9,10,,,Vitality Stadium,Bournemouth
2017/18,24,6,Crystal Palace,13,24,6,7,11,22,37,-15,25,12,4,4,4,15,18,-3,16,12,2,3,7,7,19,-12,9,,,Selhurst Park,London
2017/18,24,159,Huddersfield Town,14,24,6,6,12,19,41,-22,24,12,4,4,4,11,16,-5,16,12,2,2,8,8,25,-17,8,,,John Smith's Stadium,Huddersfield
2017/18,24,23,Newcastle United,15,24,6,5,13,22,34,-12,23,12,3,3,6,10,14,-4,12,12,3,2,7,12,20,-8,11,,,St. James' Park,Newcastle
2017/18,24,131,Brighton & Hove Albion,16,24,5,8,11,17,33,-16,23,12,3,6,3,12,18,-6,15,12,2,2,8,5,15,-10,8,,,AMEX Stadium,Falmer
2017/18,24,42,Stoke City,17,24,6,5,13,25,50,-25,23,12,5,2,5,15,20,-5,17,12,1,3,8,10,30,-20,6,,,Britannia Stadium,Stoke
2017/18,24,20,Southampton,18,24,4,10,10,24,35,-11,22,13,3,5,5,15,18,-3,14,11,1,5,5,9,17,-8,8,R,EN_CH,St. Mary's Stadium,Southampton
2017/18,24,36,West Bromwich Albion,19,24,3,11,10,19,31,-12,20,12,2,7,3,12,15,-3,13,12,1,4,7,7,16,-9,7,R,EN_CH,The Hawthorns,West Bromwich
2017/18,24,45,Swansea City,20,24,5,5,14,15,35,-20,20,12,3,2,7,7,17,-10,11,12,2,3,7,8,18,-10,9,R,EN_CH,Liberty Stadium,Swansea
2017/18,25,11,Manchester City,1,25,22,2,1,73,18,55,68,13,12,1,0,45,9,36,37,12,10,1,1,28,9,19,31,Q,EU_CL,Etihad Stadium,Manchester
2017/18,25,12,Manchester United,2,25,16,5,4,49,18,31,53,12,9,2,1,27,5,22,29,13,7,3,3,22,13,9,24,Q,EU_CL,Old Trafford,Manchester
2017/18,25,10,Liverpool,3,25,14,8,3,57,29,28,50,12,7,5,0,25,7,18,26,13,7,3,3,32,22,10,24,Q,EU_CL,Anfield,Liverpool
2017/18,25,4,Chelsea,4,25,15,5,5,45,19,26,50,13,8,2,3,21,10,11,26,12,7,3,2,24,9,15,24,Q,EU_CL,Stamford Bridge,London
2017/18,25,21,Tottenham Hotspur,5,25,14,6,5,49,22,27,48,13,8,4,1,28,9,19,28,12,6,2,4,21,13,8,20,Q,EU_EL,Wembley Stadium,London
